ipynb,Lecture10-LogReg,Harvard CS109,need description,逻辑回归~贝叶斯分类器,https://github.com/cs109/a-2017/tree/master/Lectures/Lecture10-LogReg
lecture,Lecture11_Logistic_Regression_2_Module_2.pdf,Harvard CS109,need description,逻辑回归~贝叶斯分类器~分类性能指标,https://github.com/cs109/a-2017/blob/master/Lectures/Lecture11-LogReg_2/Lecture11_Logistic_Regression_2_Module_2.pdf
lecture,Lecture20_ABTesting_Module3.pdf,Harvard CS109,need description,A/B测试~t检验~F检验~卡方检验~相关性~因果关系,https://github.com/cs109/a-2017/blob/master/Lectures/Lecture20/Lecture20_ABTesting_Module3.pdf
ipynb,Lecture20,Harvard CS109,need description,A/B测试~t检验~F检验~卡方检验~相关性~因果关系,https://github.com/cs109/a-2017/tree/master/Lectures/Lecture20
lecture,01-intro-to-data100_v2.pdf,UCB DS100,need description,概念~过程~技能,http://www.ds100.org/sp18/assets/lectures/lec01/01-intro-to-data100_v2.pdf
ipynb,notebook.zip,UCB DS100,need description,概念~过程~技能,http://www.ds100.org/sp18/assets/lectures/lec01/notebook.zip
lecture,02-data-generation-ds100.pdf,UCB DS100,need description,抽样方法,http://www.ds100.org/sp18/assets/lectures/lec02/02-data-generation-ds100.pdf
note,02-prob-samples-notes.pdf,UCB DS100,need description,抽样方法,http://www.ds100.org/sp18/assets/lectures/lec02/02-prob-samples-notes.pdf
lecture,05-EDA-and-Cleaning_v3.pdf,UCB DS100,need description,API~爬虫~数据格式~数据特性~数据格式~HTTP,http://www.ds100.org/sp18/assets/lectures/lec05/05-EDA-and-Cleaning_v3.pdf
lecture,06-EDA-Continued.pdf,UCB DS100,need description,探索性分析~数据可视化~常用图表,http://www.ds100.org/sp18/assets/lectures/lec06/06-EDA-Continued.pdf
lecture,08-visualization.pptx,UCB DS100,need description,变量定义~数据汇总~数据可视化,http://www.ds100.org/sp18/assets/lectures/lec08/08-visualization.pptx
lecture,lec10.pdf,UCB DS100,need description,文本处理,http://www.ds100.org/sp18/assets/lectures/lec10/lec10.pdf
ipynb,lec10.ipynb,UCB DS100,need description,文本处理,http://www.ds100.org/sp18/assets/lectures/lec10/lec10.ipynb
lecture,11-finish-web-begin-sql_v2.pdf,UCB DS100,need description,关系数据~SQL,http://www.ds100.org/sp18/assets/lectures/lec11/11-finish-web-begin-sql_v2.pdf
ipynb,sql_introduction_part1.html,UCB DS100,need description,关系数据~SQL,http://www.ds100.org/sp18/assets/lectures/lec11/sql_introduction_part1.html
lecture,16-probability_V4.pdf,UCB DS100,need description,随机变量~独立性~概率分布~抽样方法~中心极限定理,http://www.ds100.org/sp18/assets/lectures/lec16/16-probability_V4.pdf
lecture,16-probability_V4.pdf,UCB DS100,need description,一元线性回归~多元线性回归~词袋模型~语言模型,http://www.ds100.org/sp18/assets/lectures/lec16/16-probability_V4.pdf
note,FeatureEngineeringPart1.html,UCB DS100,need description,一元线性回归~多元线性回归~词袋模型~语言模型,http://www.ds100.org/sp18/assets/lectures/lec19/code/FeatureEngineeringPart1.html
lecture,20-cv_and_regularization_v3.pdf,UCB DS100,need description,交叉验证~正则化,http://www.ds100.org/sp18/assets/lectures/lec20/20-cv_and_regularization_v3.pdf
ipynb,FeatureEngineeringPart2.html,UCB DS100,need description,交叉验证~正则化,http://www.ds100.org/sp18/assets/lectures/lec20/code/FeatureEngineeringPart2.html
lecture,21-classification_v2.pdf,UCB DS100,need description,逻辑回归,http://www.ds100.org/sp18/assets/lectures/lec21/21-classification_v2.pdf
lecture,24-hypothesis-testing.pptx,UCB DS100,need description,t检验~P值~相关性~因果关系,http://www.ds100.org/sp18/assets/lectures/lec24/24-hypothesis-testing.pptx
ipynb,hypergeom.html,UCB DS100,need description,t检验~P值~相关性~因果关系,http://www.ds100.org/sp18/assets/lectures/lec24/hypergeom.html
lecture,27-ethics-in-data-science.pdf,UCB DS100,need description,隐私~道德~法律,http://www.ds100.org/sp18/assets/lectures/lec27/27-ethics-in-data-science.pdf
lecture,28-randomized-experiments-ab-testing.pdf,UCB DS100,need description,A/B测试,http://www.ds100.org/sp18/assets/lectures/lec28/28-randomized-experiments-ab-testing.pdf
ipynb,sequential-experiments-demo.html,UCB DS100,need description,A/B测试,http://www.ds100.org/sp18/assets/lectures/lec28/sequential-experiments-demo.html
